station id, station name, valid,povp. dnevna T [°C],povp. veter [m/s],povp. rel. vla. [%],povp. tlak [hPa],količina padavin [mm],trajanje sonca [h]
_1896,PORTOROŽ - LETALIŠČE,1993-01-01,0.7,6.3,43,1026,0,6.6

_1896,PORTOROŽ - LETALIŠČE,1993-01-02,-3.4,6.6,46,1027,0,4

_1896,PORTOROŽ - LETALIŠČE,1993-01-03,-1.7,6.5,47,1025,0,1.6

_1896,PORTOROŽ - LETALIŠČE,1993-01-04,-1,3.6,46,1031,0,6.4

_1896,PORTOROŽ - LETALIŠČE,1993-01-05,-1.4,2.8,59,1036,0,7.2

_1896,PORTOROŽ - LETALIŠČE,1993-01-06,0.1,3.3,68,1033,0,7.4

_1896,PORTOROŽ - LETALIŠČE,1993-01-07,1.8,2.7,63,1024,0,0.7

_1896,PORTOROŽ - LETALIŠČE,1993-01-08,3.5,2.7,76,1024,0,6.2

_1896,PORTOROŽ - LETALIŠČE,1993-01-09,3.2,3.1,89,1028,0,6.6

_1896,PORTOROŽ - LETALIŠČE,1993-01-10,7.1,2.5,82,1027,0,5.5

_1896,PORTOROŽ - LETALIŠČE,1993-01-11,7.2,0.7,90,1023,0,0

_1896,PORTOROŽ - LETALIŠČE,1993-01-12,7.4,1.1,92,1021,0,0

_1896,PORTOROŽ - LETALIŠČE,1993-01-13,7.8,0.9,95,1029,0,0

_1896,PORTOROŽ - LETALIŠČE,1993-01-14,8.3,1.3,97,1030,0,0

_1896,PORTOROŽ - LETALIŠČE,1993-01-15,7.4,2.3,96,1034,0,4.3

_1896,PORTOROŽ - LETALIŠČE,1993-01-16,7,2.3,93,1036,0,0

_1896,PORTOROŽ - LETALIŠČE,1993-01-17,6.3,0.7,98,1034,0.1,0

_1896,PORTOROŽ - LETALIŠČE,1993-01-18,5.9,0.6,94,1030,0.4,0

_1896,PORTOROŽ - LETALIŠČE,1993-01-19,3.2,2.3,95,1028,0,1.6

_1896,PORTOROŽ - LETALIŠČE,1993-01-20,4.3,1.1,99,1029,0,0

_1896,PORTOROŽ - LETALIŠČE,1993-01-21,3.4,1,97,1031,0,0

_1896,PORTOROŽ - LETALIŠČE,1993-01-22,4.3,1.5,99,1030,0,0

_1896,PORTOROŽ - LETALIŠČE,1993-01-23,5.4,1.2,96,1027,0,0

_1896,PORTOROŽ - LETALIŠČE,1993-01-24,6.2,0.5,95,1022,0,0

_1896,PORTOROŽ - LETALIŠČE,1993-01-25,5.9,1.7,98,1010,0,0

_1896,PORTOROŽ - LETALIŠČE,1993-01-26,1.6,3.9,57,1019,0,7.1

_1896,PORTOROŽ - LETALIŠČE,1993-01-27,2,2.1,76,1013,0,7.6

_1896,PORTOROŽ - LETALIŠČE,1993-01-28,5.8,2.9,79,1016,0,1.1

_1896,PORTOROŽ - LETALIŠČE,1993-01-29,5.2,1.9,88,1017,0,1.8

_1896,PORTOROŽ - LETALIŠČE,1993-01-30,2.6,5.3,45,1027,0,8.2

_1896,PORTOROŽ - LETALIŠČE,1993-01-31,-1.3,2.9,55,1033,0,8.5

_1896,PORTOROŽ - LETALIŠČE,1993-02-01,0.4,3.9,54,1036,0,8.1

_1896,PORTOROŽ - LETALIŠČE,1993-02-02,3.8,2.6,43,1034,0,5.5

_1896,PORTOROŽ - LETALIŠČE,1993-02-03,8.7,3.4,32,1034,0,8.9

_1896,PORTOROŽ - LETALIŠČE,1993-02-04,4.5,3.5,62,1035,0,8.8

_1896,PORTOROŽ - LETALIŠČE,1993-02-05,2.6,2.9,85,1033,0,7.9

_1896,PORTOROŽ - LETALIŠČE,1993-02-06,1.8,1.7,90,1029,0,5.9

_1896,PORTOROŽ - LETALIŠČE,1993-02-07,5.3,3.4,78,1030,0,6.2

_1896,PORTOROŽ - LETALIŠČE,1993-02-08,3.4,3.2,81,1034,0,8.7

_1896,PORTOROŽ - LETALIŠČE,1993-02-09,3.5,3,91,1032,0,7.8

_1896,PORTOROŽ - LETALIŠČE,1993-02-10,2.6,2.4,84,1030,0,6.6

_1896,PORTOROŽ - LETALIŠČE,1993-02-11,5.7,2.2,45,1030,0,9

_1896,PORTOROŽ - LETALIŠČE,1993-02-12,5.2,2.2,60,1034,0,8.9

_1896,PORTOROŽ - LETALIŠČE,1993-02-13,2.8,3.6,77,1033,0,9.2

_1896,PORTOROŽ - LETALIŠČE,1993-02-14,5.2,4.1,64,1029,0,9.1

_1896,PORTOROŽ - LETALIŠČE,1993-02-15,5.7,4.9,46,1030,0,8.9

_1896,PORTOROŽ - LETALIŠČE,1993-02-16,3.3,4,43,1028,0,9

_1896,PORTOROŽ - LETALIŠČE,1993-02-17,-1,2.9,62,1020,0,0.8

_1896,PORTOROŽ - LETALIŠČE,1993-02-18,1.7,3.2,77,1022,0,8.7

_1896,PORTOROŽ - LETALIŠČE,1993-02-19,5.8,2.9,71,1013,0,3.7

_1896,PORTOROŽ - LETALIŠČE,1993-02-20,3,3.7,63,1014,2.4,9.5

_1896,PORTOROŽ - LETALIŠČE,1993-02-21,3.8,4.6,65,999,0,0.5

_1896,PORTOROŽ - LETALIŠČE,1993-02-22,3.6,6.1,27,1004,0,9.4

_1896,PORTOROŽ - LETALIŠČE,1993-02-23,-0.6,3.9,34,1012,0,9.5

_1896,PORTOROŽ - LETALIŠČE,1993-02-24,-1.6,3.2,50,1018,0,3.2

_1896,PORTOROŽ - LETALIŠČE,1993-02-25,1.1,3.6,56,1016,0,6.8

_1896,PORTOROŽ - LETALIŠČE,1993-02-26,0.3,3.6,76,1014,0,7

_1896,PORTOROŽ - LETALIŠČE,1993-02-27,3.5,2.8,88,1014,0,3.3

_1896,PORTOROŽ - LETALIŠČE,1993-02-28,8.7,2.4,59,1012,3.6,2.9

_1896,PORTOROŽ - LETALIŠČE,1993-03-01,6.7,6.9,52,1006,0,0

_1896,PORTOROŽ - LETALIŠČE,1993-03-02,4.6,2.4,80,1006,1.1,0

_1896,PORTOROŽ - LETALIŠČE,1993-03-03,5.6,2.5,68,1006,4.5,5.7

_1896,PORTOROŽ - LETALIŠČE,1993-03-04,4.7,4.7,46,1010,0,5.8

_1896,PORTOROŽ - LETALIŠČE,1993-03-05,2,6.2,45,1013,0,8.6

_1896,PORTOROŽ - LETALIŠČE,1993-03-06,0.2,3.6,63,1011,0,6.8

_1896,PORTOROŽ - LETALIŠČE,1993-03-07,5.1,4.2,59,1009,0,6.1

_1896,PORTOROŽ - LETALIŠČE,1993-03-08,5.6,4.4,39,1017,0,9.6

_1896,PORTOROŽ - LETALIŠČE,1993-03-09,3.9,4.3,60,1023,0,9.9

_1896,PORTOROŽ - LETALIŠČE,1993-03-10,4.1,3.6,68,1026,0,9.8

_1896,PORTOROŽ - LETALIŠČE,1993-03-11,4.3,3.6,80,1026,0,7.8

_1896,PORTOROŽ - LETALIŠČE,1993-03-12,4.4,3.1,86,1027,0,8.6

_1896,PORTOROŽ - LETALIŠČE,1993-03-13,3.6,2.4,91,1026,0,6.2

_1896,PORTOROŽ - LETALIŠČE,1993-03-14,3,2.4,92,1027,0,8.2

_1896,PORTOROŽ - LETALIŠČE,1993-03-15,3.2,2.6,92,1028,0,7.4

_1896,PORTOROŽ - LETALIŠČE,1993-03-16,4.4,1.4,90,1028,0,7.6

_1896,PORTOROŽ - LETALIŠČE,1993-03-17,6.5,2.3,90,1024,0,0.5

_1896,PORTOROŽ - LETALIŠČE,1993-03-18,9.5,1.8,77,1022,0,7.7

_1896,PORTOROŽ - LETALIŠČE,1993-03-19,10.2,3.6,72,1020,0,3.9

_1896,PORTOROŽ - LETALIŠČE,1993-03-20,11.5,3.5,65,1023,0,10.4

_1896,PORTOROŽ - LETALIŠČE,1993-03-21,10.4,3.4,74,1020,0,6.9

_1896,PORTOROŽ - LETALIŠČE,1993-03-22,10.6,1.8,91,1020,0,1.4

_1896,PORTOROŽ - LETALIŠČE,1993-03-23,11.8,1.4,90,1022,0,0

_1896,PORTOROŽ - LETALIŠČE,1993-03-24,10.5,1.6,93,1018,0,0

_1896,PORTOROŽ - LETALIŠČE,1993-03-25,6.5,7.1,74,1014,38.4,0

_1896,PORTOROŽ - LETALIŠČE,1993-03-26,6.5,4.6,50,1014,1.7,6.4

_1896,PORTOROŽ - LETALIŠČE,1993-03-27,7.3,8.1,33,1011,0,10.6

_1896,PORTOROŽ - LETALIŠČE,1993-03-28,4,2.9,54,1008,0,8

_1896,PORTOROŽ - LETALIŠČE,1993-03-29,3.8,4.2,54,1016,0,7.8

_1896,PORTOROŽ - LETALIŠČE,1993-03-30,3.5,3.8,71,1022,0,8

_1896,PORTOROŽ - LETALIŠČE,1993-03-31,4,4,70,1023,0,10.5

_1896,PORTOROŽ - LETALIŠČE,1993-04-01,5.7,3.4,71,1018,0,10.7

_1896,PORTOROŽ - LETALIŠČE,1993-04-02,10.8,1.9,75,1009,0,1

_1896,PORTOROŽ - LETALIŠČE,1993-04-03,8.3,2.9,71,1008,0.5,0.4

_1896,PORTOROŽ - LETALIŠČE,1993-04-04,7.7,3.4,75,1010,0.9,9.2

_1896,PORTOROŽ - LETALIŠČE,1993-04-05,10.8,2.3,59,1012,0,8.2

_1896,PORTOROŽ - LETALIŠČE,1993-04-06,9,3.5,72,1009,0,9.6

_1896,PORTOROŽ - LETALIŠČE,1993-04-07,9.7,2.8,77,1007,0,6.2

_1896,PORTOROŽ - LETALIŠČE,1993-04-08,9.2,2.7,80,1011,0,6.9

_1896,PORTOROŽ - LETALIŠČE,1993-04-09,8.2,3.9,71,1017,1.6,9.7

_1896,PORTOROŽ - LETALIŠČE,1993-04-10,9,2.8,78,1013,0,3.8

_1896,PORTOROŽ - LETALIŠČE,1993-04-11,10.2,2.3,94,1004,10.9,0

_1896,PORTOROŽ - LETALIŠČE,1993-04-12,11.1,2.2,86,1003,8.7,4.1

_1896,PORTOROŽ - LETALIŠČE,1993-04-13,11.1,4.1,85,1004,0,2.2

_1896,PORTOROŽ - LETALIŠČE,1993-04-14,10.8,3.2,84,1012,1.7,5.6

_1896,PORTOROŽ - LETALIŠČE,1993-04-15,11.9,3.9,65,1007,1.2,0

_1896,PORTOROŽ - LETALIŠČE,1993-04-16,11.7,3.5,75,1014,2.2,9.1

_1896,PORTOROŽ - LETALIŠČE,1993-04-17,7.6,3.2,79,1018,0,6.4

_1896,PORTOROŽ - LETALIŠČE,1993-04-18,9.7,2.8,67,1019,0,7.1

_1896,PORTOROŽ - LETALIŠČE,1993-04-19,11.4,2.2,70,1018,0,2.3

_1896,PORTOROŽ - LETALIŠČE,1993-04-20,12.4,1.9,78,1019,0,10.2

_1896,PORTOROŽ - LETALIŠČE,1993-04-21,13.4,3.3,79,1018,0,9.7

_1896,PORTOROŽ - LETALIŠČE,1993-04-22,13.2,3.6,78,1015,0,12.4

_1896,PORTOROŽ - LETALIŠČE,1993-04-23,12.9,2.7,77,1015,0,12.1

_1896,PORTOROŽ - LETALIŠČE,1993-04-24,12.9,3.3,83,1013,0,10.7

_1896,PORTOROŽ - LETALIŠČE,1993-04-25,14.5,3.5,73,1013,0,1.4

_1896,PORTOROŽ - LETALIŠČE,1993-04-26,15.4,2.3,69,1016,0,7

_1896,PORTOROŽ - LETALIŠČE,1993-04-27,16.4,2.8,69,1015,0,8.6

_1896,PORTOROŽ - LETALIŠČE,1993-04-28,18.2,3.5,52,1012,0,4.5

_1896,PORTOROŽ - LETALIŠČE,1993-04-29,15.7,3.5,71,1012,0.2,3.5

_1896,PORTOROŽ - LETALIŠČE,1993-04-30,14.5,3.6,79,1013,2.1,7.2

_1896,PORTOROŽ - LETALIŠČE,1993-05-01,14.3,2.9,82,1011,0,8.9

_1896,PORTOROŽ - LETALIŠČE,1993-05-02,13.1,3,89,1010,0.2,4.3

_1896,PORTOROŽ - LETALIŠČE,1993-05-03,14.1,2.5,87,1016,0,9.2

_1896,PORTOROŽ - LETALIŠČE,1993-05-04,18.8,3.4,60,1017,0,8.2

_1896,PORTOROŽ - LETALIŠČE,1993-05-05,18.4,3.5,53,1014,0,3.7

_1896,PORTOROŽ - LETALIŠČE,1993-05-06,18.4,2.3,57,1013,0,10.2

_1896,PORTOROŽ - LETALIŠČE,1993-05-07,18.1,2.6,62,1013,0,6.4

_1896,PORTOROŽ - LETALIŠČE,1993-05-08,18.6,3,59,1014,0,2.5

_1896,PORTOROŽ - LETALIŠČE,1993-05-09,16.6,1.9,80,1015,0.7,7.7

_1896,PORTOROŽ - LETALIŠČE,1993-05-10,16.7,2.7,70,1016,0.7,10.1

_1896,PORTOROŽ - LETALIŠČE,1993-05-11,16.4,2.1,66,1015,0,11.4

_1896,PORTOROŽ - LETALIŠČE,1993-05-12,16.1,1.6,75,1008,0,2.8

_1896,PORTOROŽ - LETALIŠČE,1993-05-13,15.8,3.2,81,1000,0.1,5.1

_1896,PORTOROŽ - LETALIŠČE,1993-05-14,16.1,2.8,75,1000,1.8,10.6

_1896,PORTOROŽ - LETALIŠČE,1993-05-15,17.4,2.9,73,1006,0,8.3

_1896,PORTOROŽ - LETALIŠČE,1993-05-16,16.4,3.4,86,1015,0.4,5.7

_1896,PORTOROŽ - LETALIŠČE,1993-05-17,17.7,3.6,70,1016,0.1,12.9

_1896,PORTOROŽ - LETALIŠČE,1993-05-18,18.2,3.3,67,1013,0,13.1

_1896,PORTOROŽ - LETALIŠČE,1993-05-19,18.5,3,77,1014,0,10.7

_1896,PORTOROŽ - LETALIŠČE,1993-05-20,20.1,1.9,63,1016,0,11.4

_1896,PORTOROŽ - LETALIŠČE,1993-05-21,20.8,4.4,70,1014,0,10.3

_1896,PORTOROŽ - LETALIŠČE,1993-05-22,16.3,3.8,69,1015,0,13.6

_1896,PORTOROŽ - LETALIŠČE,1993-05-23,17.5,3.4,66,1016,0,13.5

_1896,PORTOROŽ - LETALIŠČE,1993-05-24,18.8,3.5,62,1016,0,11.8

_1896,PORTOROŽ - LETALIŠČE,1993-05-25,20.4,3.1,69,1013,0,10.5

_1896,PORTOROŽ - LETALIŠČE,1993-05-26,22.4,4.2,54,1012,0,12.1

_1896,PORTOROŽ - LETALIŠČE,1993-05-27,22.7,5.8,68,1012,0,3.9

_1896,PORTOROŽ - LETALIŠČE,1993-05-28,23.3,6.2,62,1011,0,9

_1896,PORTOROŽ - LETALIŠČE,1993-05-29,20.6,2.6,62,1016,0,13.1

_1896,PORTOROŽ - LETALIŠČE,1993-05-30,21,3.2,60,1013,0,9.7

_1896,PORTOROŽ - LETALIŠČE,1993-05-31,19.4,3,72,1014,0,5.1

_1896,PORTOROŽ - LETALIŠČE,1993-06-01,20.3,2.7,65,1017,0,12.5

_1896,PORTOROŽ - LETALIŠČE,1993-06-02,23.1,4.2,60,1012,0,11.3

_1896,PORTOROŽ - LETALIŠČE,1993-06-03,18.2,3.3,78,1008,0.1,0.2

_1896,PORTOROŽ - LETALIŠČE,1993-06-04,20,1.3,71,1010,32.8,8.2

_1896,PORTOROŽ - LETALIŠČE,1993-06-05,22.5,3.1,65,1016,0.2,9.6

_1896,PORTOROŽ - LETALIŠČE,1993-06-06,21.9,2.4,72,1017,0,11.7

_1896,PORTOROŽ - LETALIŠČE,1993-06-07,22.3,2.6,69,1015,0,12.2

_1896,PORTOROŽ - LETALIŠČE,1993-06-08,22.8,2,72,1014,0,8.6

_1896,PORTOROŽ - LETALIŠČE,1993-06-09,23.5,1.9,69,1015,0,12.5

_1896,PORTOROŽ - LETALIŠČE,1993-06-10,23.6,3.5,63,1014,0,7.2

_1896,PORTOROŽ - LETALIŠČE,1993-06-11,23.5,2.5,74,1012,7.7,11

_1896,PORTOROŽ - LETALIŠČE,1993-06-12,19.2,3.3,76,1009,22.1,11.8

_1896,PORTOROŽ - LETALIŠČE,1993-06-13,16.6,3.3,86,1011,0,4.5

_1896,PORTOROŽ - LETALIŠČE,1993-06-14,18.3,2.5,78,1014,16.8,9.2

_1896,PORTOROŽ - LETALIŠČE,1993-06-15,19,2.4,73,1016,0,3.1

_1896,PORTOROŽ - LETALIŠČE,1993-06-16,19.5,2.9,74,1019,0,13

_1896,PORTOROŽ - LETALIŠČE,1993-06-17,20.3,2.9,72,1014,0,3.1

_1896,PORTOROŽ - LETALIŠČE,1993-06-18,18.3,3.5,69,1021,1.6,13.7

_1896,PORTOROŽ - LETALIŠČE,1993-06-19,19.9,3.7,65,1021,0,14.1

_1896,PORTOROŽ - LETALIŠČE,1993-06-20,22.8,4.1,58,1016,0,11.4

_1896,PORTOROŽ - LETALIŠČE,1993-06-21,21.2,2.2,78,1016,0,7.6

_1896,PORTOROŽ - LETALIŠČE,1993-06-22,22.5,1.9,77,1013,0,9.4

_1896,PORTOROŽ - LETALIŠČE,1993-06-23,21.8,5.8,72,1009,0,8.6

_1896,PORTOROŽ - LETALIŠČE,1993-06-24,20.7,3,80,1013,13,8.3

_1896,PORTOROŽ - LETALIŠČE,1993-06-25,18,3.2,69,1019,4.1,14.1

_1896,PORTOROŽ - LETALIŠČE,1993-06-26,20.5,2.4,66,1015,0,7.2

_1896,PORTOROŽ - LETALIŠČE,1993-06-27,21.4,2,68,1015,0,7.1

_1896,PORTOROŽ - LETALIŠČE,1993-06-28,21.9,3,67,1011,0,2.2

_1896,PORTOROŽ - LETALIŠČE,1993-06-29,20.5,1.2,58,1016,0,8.8

_1896,PORTOROŽ - LETALIŠČE,1993-06-30,20.3,2,71,1013,0,5.1

_1896,PORTOROŽ - LETALIŠČE,1993-07-01,21.2,3.2,75,1014,0,12.9

_1896,PORTOROŽ - LETALIŠČE,1993-07-02,22,3.4,68,1016,0,11.9

_1896,PORTOROŽ - LETALIŠČE,1993-07-03,20.9,3.7,77,1020,7.6,9.6

_1896,PORTOROŽ - LETALIŠČE,1993-07-04,23.1,3.1,74,1023,0,11.2

_1896,PORTOROŽ - LETALIŠČE,1993-07-05,24,2.6,71,1018,0,8.9

_1896,PORTOROŽ - LETALIŠČE,1993-07-06,21.2,6.2,60,1009,0,4

_1896,PORTOROŽ - LETALIŠČE,1993-07-07,18.8,4.3,56,1018,19.2,13.4

_1896,PORTOROŽ - LETALIŠČE,1993-07-08,18.5,2.7,68,1018,0,13.6

_1896,PORTOROŽ - LETALIŠČE,1993-07-09,19.8,3,70,1016,0,12.7

_1896,PORTOROŽ - LETALIŠČE,1993-07-10,21.8,3.4,73,1012,0,4.5

_1896,PORTOROŽ - LETALIŠČE,1993-07-11,21.9,5.9,63,1005,2,11.6

_1896,PORTOROŽ - LETALIŠČE,1993-07-12,17.1,3,64,1013,0,8.6

_1896,PORTOROŽ - LETALIŠČE,1993-07-13,15.4,3.3,69,1019,1.6,8.4

_1896,PORTOROŽ - LETALIŠČE,1993-07-14,18.1,3,63,1017,0,6.9

_1896,PORTOROŽ - LETALIŠČE,1993-07-15,21.4,3,64,1015,0,8.6

_1896,PORTOROŽ - LETALIŠČE,1993-07-16,22.4,2.9,74,1018,0,8

_1896,PORTOROŽ - LETALIŠČE,1993-07-17,22.7,3.3,78,1019,0,11.4

_1896,PORTOROŽ - LETALIŠČE,1993-07-18,23.8,2.6,73,1016,0,11.4

_1896,PORTOROŽ - LETALIŠČE,1993-07-19,25.8,2.9,60,1011,0,7.7

_1896,PORTOROŽ - LETALIŠČE,1993-07-20,24.1,3.9,62,1006,0,1.3

_1896,PORTOROŽ - LETALIŠČE,1993-07-21,22.1,3.9,56,1011,0.4,10.3

_1896,PORTOROŽ - LETALIŠČE,1993-07-22,20.9,2.9,53,1016,0,4.2

_1896,PORTOROŽ - LETALIŠČE,1993-07-23,18.6,3.5,72,1020,0.2,13.7

_1896,PORTOROŽ - LETALIŠČE,1993-07-24,21,3.3,65,1019,0,13.2

_1896,PORTOROŽ - LETALIŠČE,1993-07-25,21.3,2.9,65,1013,0,11.7

_1896,PORTOROŽ - LETALIŠČE,1993-07-26,21.3,2.4,63,1013,0,1.9

_1896,PORTOROŽ - LETALIŠČE,1993-07-27,20.5,3.5,61,1018,0,13.1

_1896,PORTOROŽ - LETALIŠČE,1993-07-28,21.8,2.9,69,1018,0,8.1

_1896,PORTOROŽ - LETALIŠČE,1993-07-29,22.7,3,73,1019,0,12.8

_1896,PORTOROŽ - LETALIŠČE,1993-07-30,24.5,3.2,72,1017,0,13.2

_1896,PORTOROŽ - LETALIŠČE,1993-07-31,24.4,3,65,1013,0,13.1

_1896,PORTOROŽ - LETALIŠČE,1993-08-01,25.8,3.4,43,1017,0,13.1

_1896,PORTOROŽ - LETALIŠČE,1993-08-02,22.7,3.4,59,1017,0,13.3

_1896,PORTOROŽ - LETALIŠČE,1993-08-03,24.4,3.3,64,1017,0,13

_1896,PORTOROŽ - LETALIŠČE,1993-08-04,25.1,3.2,62,1017,0,12.4

_1896,PORTOROŽ - LETALIŠČE,1993-08-05,25.5,3.5,70,1015,0,12.7

_1896,PORTOROŽ - LETALIŠČE,1993-08-06,27.1,3.1,58,1013,0,10.3

_1896,PORTOROŽ - LETALIŠČE,1993-08-07,26.9,3.3,50,1015,0,12.2

_1896,PORTOROŽ - LETALIŠČE,1993-08-08,21.9,2.7,69,1013,0,5.4

_1896,PORTOROŽ - LETALIŠČE,1993-08-09,19.9,3.6,70,1012,6.2,5.6

_1896,PORTOROŽ - LETALIŠČE,1993-08-10,20.7,2.9,72,1010,13.8,11.9

_1896,PORTOROŽ - LETALIŠČE,1993-08-11,20.4,4.2,68,1014,1,13.5

_1896,PORTOROŽ - LETALIŠČE,1993-08-12,20.8,4,67,1018,0,13.1

_1896,PORTOROŽ - LETALIŠČE,1993-08-13,22.7,3.3,67,1017,0,12.6

_1896,PORTOROŽ - LETALIŠČE,1993-08-14,23.8,3.4,57,1018,0,13

_1896,PORTOROŽ - LETALIŠČE,1993-08-15,23,3.8,63,1018,0,12.9

_1896,PORTOROŽ - LETALIŠČE,1993-08-16,24.1,3.6,62,1018,0,12.6

_1896,PORTOROŽ - LETALIŠČE,1993-08-17,26.2,3.5,58,1018,0,11.6

_1896,PORTOROŽ - LETALIŠČE,1993-08-18,24.8,4.2,69,1018,0,10.1

_1896,PORTOROŽ - LETALIŠČE,1993-08-19,24.1,3.2,69,1019,0,10.1

_1896,PORTOROŽ - LETALIŠČE,1993-08-20,23,3.7,63,1020,0,12.1

_1896,PORTOROŽ - LETALIŠČE,1993-08-21,22.8,3.7,64,1018,0,12.3

_1896,PORTOROŽ - LETALIŠČE,1993-08-22,24.4,3,61,1014,0,11.5

_1896,PORTOROŽ - LETALIŠČE,1993-08-23,27.9,4.9,49,1010,0,9

_1896,PORTOROŽ - LETALIŠČE,1993-08-24,27.2,5,53,1010,0,8.3

_1896,PORTOROŽ - LETALIŠČE,1993-08-25,23.1,2.5,82,1010,2.1,4.5

_1896,PORTOROŽ - LETALIŠČE,1993-08-26,22.1,1.4,72,1011,9.3,2.4

_1896,PORTOROŽ - LETALIŠČE,1993-08-27,19.2,2.6,88,1010,10.5,1.4

_1896,PORTOROŽ - LETALIŠČE,1993-08-28,19.8,4.1,69,1010,10.8,7.4

_1896,PORTOROŽ - LETALIŠČE,1993-08-29,18.8,5.2,43,1020,0,11.2

_1896,PORTOROŽ - LETALIŠČE,1993-08-30,15.2,3.8,65,1022,0,12.3

_1896,PORTOROŽ - LETALIŠČE,1993-08-31,18.4,2.4,62,1016,0,7.5

_1896,PORTOROŽ - LETALIŠČE,1993-09-01,16.7,3.3,59,1019,0,11.8

_1896,PORTOROŽ - LETALIŠČE,1993-09-02,15.5,3.6,64,1019,0,6.2

_1896,PORTOROŽ - LETALIŠČE,1993-09-03,18.9,5.8,72,1011,0,1

_1896,PORTOROŽ - LETALIŠČE,1993-09-04,15,3.2,87,1005,5.4,0.9

_1896,PORTOROŽ - LETALIŠČE,1993-09-05,14.7,3.8,68,1012,36.8,10

_1896,PORTOROŽ - LETALIŠČE,1993-09-06,13.7,3.7,64,1019,0.3,11.2

_1896,PORTOROŽ - LETALIŠČE,1993-09-07,18.2,3.5,73,1017,0,2.7

_1896,PORTOROŽ - LETALIŠČE,1993-09-08,21.2,4,83,1013,0.4,2.3

_1896,PORTOROŽ - LETALIŠČE,1993-09-09,20.3,2.6,94,1014,0.2,1.1

_1896,PORTOROŽ - LETALIŠČE,1993-09-10,22.8,4.9,76,1010,1.9,3.9

_1896,PORTOROŽ - LETALIŠČE,1993-09-11,18.6,3.6,78,1010,0,6.9

_1896,PORTOROŽ - LETALIŠČE,1993-09-12,18.2,3.1,76,1007,34.2,10.1

_1896,PORTOROŽ - LETALIŠČE,1993-09-13,21.1,6.2,75,1006,0,10.3

_1896,PORTOROŽ - LETALIŠČE,1993-09-14,21.9,6.3,59,1004,0,3.1

_1896,PORTOROŽ - LETALIŠČE,1993-09-15,18.7,4.9,70,1009,7.7,11.1

_1896,PORTOROŽ - LETALIŠČE,1993-09-16,20.8,5.3,72,1011,0,2.4

_1896,PORTOROŽ - LETALIŠČE,1993-09-17,20.3,3.4,79,1014,0,5.8

_1896,PORTOROŽ - LETALIŠČE,1993-09-18,18.5,2.9,86,1018,0.3,4.7

_1896,PORTOROŽ - LETALIŠČE,1993-09-19,18.3,2.6,82,1021,0.3,9.1

_1896,PORTOROŽ - LETALIŠČE,1993-09-20,18.3,3,76,1024,0,10.3

_1896,PORTOROŽ - LETALIŠČE,1993-09-21,18,3.3,88,1024,0,9.5

_1896,PORTOROŽ - LETALIŠČE,1993-09-22,18.5,3.1,85,1021,0,10.1

_1896,PORTOROŽ - LETALIŠČE,1993-09-23,19.6,2,80,1016,0,8

_1896,PORTOROŽ - LETALIŠČE,1993-09-24,18.9,2.6,79,1012,0,7.9

_1896,PORTOROŽ - LETALIŠČE,1993-09-25,19.2,4.5,78,1006,17.7,3.5

_1896,PORTOROŽ - LETALIŠČE,1993-09-26,16.9,4.2,74,1010,3.3,0

_1896,PORTOROŽ - LETALIŠČE,1993-09-27,13.9,3.6,90,1016,25.4,6.7

_1896,PORTOROŽ - LETALIŠČE,1993-09-28,14.5,2.1,86,1014,8.8,1.5

_1896,PORTOROŽ - LETALIŠČE,1993-09-29,12.7,3.3,87,1013,6.9,0.7

_1896,PORTOROŽ - LETALIŠČE,1993-09-30,12,3.7,79,1018,6.8,9.1

_1896,PORTOROŽ - LETALIŠČE,1993-10-01,17.4,5.6,84,1011,0,2.8

_1896,PORTOROŽ - LETALIŠČE,1993-10-02,17.7,6.5,81,999,9.8,1.9

_1896,PORTOROŽ - LETALIŠČE,1993-10-03,14.9,3,76,1002,12.2,6.6

_1896,PORTOROŽ - LETALIŠČE,1993-10-04,13.2,3.8,78,1011,3.4,10.4

_1896,PORTOROŽ - LETALIŠČE,1993-10-05,16.1,4,80,1016,0,9.2

_1896,PORTOROŽ - LETALIŠČE,1993-10-06,19.9,6.2,78,1011,0.1,3.1

_1896,PORTOROŽ - LETALIŠČE,1993-10-07,19.7,5,76,1014,1,2.5

_1896,PORTOROŽ - LETALIŠČE,1993-10-08,18.6,7.9,82,1011,2.3,0.8

_1896,PORTOROŽ - LETALIŠČE,1993-10-09,16.8,4.3,78,1015,37.3,8.3

_1896,PORTOROŽ - LETALIŠČE,1993-10-10,16,2.5,80,1018,0,5.1

_1896,PORTOROŽ - LETALIŠČE,1993-10-11,17.2,2.4,87,1016,0.1,4.1

_1896,PORTOROŽ - LETALIŠČE,1993-10-12,17.8,3.4,82,1011,0,7

